Cups                                     ;Fecha de la lectura;Hora de la lectura;Consumo (kwh);;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;13:15;21;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;13:30;21;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;13:45;20;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;14:00;21;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;14:15;21;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;14:30;21;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;14:45;20;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;15:00;20;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;15:15;19;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;15:30;17;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;15:45;18;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;16:00;17;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;16:15;17;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;16:30;16;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;16:45;16;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;17:00;15;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;17:15;16;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;17:30;15;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;17:45;15;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;18:00;14;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;18:15;15;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;18:30;15;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;18:45;16;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;19:00;14;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;19:15;14;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;19:30;13;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;19:45;14;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;20:00;13;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;20:15;12;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;20:30;12;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;20:45;11;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;21:00;10;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;21:15;10;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;21:30;8;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;21:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;22:00;8;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;22:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;22:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;22:45;8;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;23:00;7;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;23:30;7;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;23:45;7;;;;;;;;;;;
ES0022000005731860JV1P;19/10/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;0:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;0:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;1:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;1:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;2:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;2:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;2:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;3:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;3:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;4:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;4:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;4:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;5:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;5:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;5:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;5:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;6:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;6:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;6:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;6:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;7:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;7:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;7:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;7:45;8;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;8:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;8:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;8:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;8:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;9:00;8;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;9:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;9:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;9:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;10:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;10:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;10:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;10:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;11:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;11:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;11:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;11:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;12:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;12:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;12:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;12:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;13:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;13:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;13:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;13:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;14:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;14:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;14:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;14:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;15:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;15:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;15:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;15:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;16:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;16:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;16:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;16:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;17:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;17:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;17:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;17:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;18:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;18:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;18:30;8;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;18:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;19:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;19:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;19:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;19:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;20:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;20:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;20:30;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;20:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;21:00;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;21:15;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;21:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;21:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;22:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;22:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;22:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;22:45;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;23:00;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;23:30;7;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;23:45;6;;;;;;;;;;;
ES0022000005731860JV1P;20/10/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;0:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;0:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;1:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;1:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;2:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;2:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;2:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;2:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;3:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;3:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;3:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;4:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;4:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;4:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;4:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;5:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;5:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;5:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;5:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;6:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;6:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;6:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;6:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;7:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;7:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;7:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;7:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;8:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;8:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;8:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;8:45;8;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;9:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;9:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;9:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;9:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;10:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;10:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;10:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;10:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;11:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;11:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;11:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;11:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;12:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;12:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;12:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;12:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;13:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;13:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;13:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;13:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;14:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;14:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;14:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;14:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;15:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;15:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;15:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;15:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;16:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;16:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;16:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;16:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;17:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;17:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;17:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;17:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;18:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;18:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;18:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;18:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;19:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;19:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;19:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;19:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;20:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;20:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;20:30;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;20:45;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;21:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;21:15;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;21:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;21:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;22:00;6;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;22:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;22:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;22:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;23:00;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;23:30;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;23:45;7;;;;;;;;;;;
ES0022000005731860JV1P;21/10/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;0:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;0:45;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;1:15;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;1:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;1:45;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;2:00;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;2:15;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;2:45;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;3:00;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;3:30;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;3:45;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;4:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;4:15;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;4:30;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;5:00;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;5:15;6;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;5:30;8;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;5:45;15;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;6:00;14;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;6:15;16;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;6:30;20;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;6:45;21;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;7:00;22;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;7:15;22;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;7:30;23;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;7:45;23;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;8:00;24;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;8:15;27;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;8:30;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;8:45;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;9:00;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;9:15;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;9:30;25;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;9:45;24;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;10:00;23;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;10:15;24;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;10:30;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;10:45;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;11:00;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;11:15;25;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;11:30;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;11:45;25;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;12:00;27;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;12:15;29;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;12:30;25;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;12:45;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;13:00;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;13:15;25;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;13:30;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;13:45;27;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;14:00;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;14:15;26;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;14:30;27;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;14:45;27;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;15:00;21;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;15:15;20;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;15:30;19;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;15:45;20;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;16:00;23;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;16:15;20;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;16:30;21;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;16:45;20;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;17:00;22;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;17:15;24;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;17:30;24;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;17:45;23;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;18:00;23;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;18:15;24;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;18:30;20;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;18:45;21;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;19:00;23;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;19:15;23;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;19:30;21;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;19:45;20;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;20:00;20;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;20:15;15;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;20:30;14;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;20:45;12;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;21:00;13;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;21:15;12;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;21:30;9;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;21:45;9;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;22:00;8;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;22:15;8;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;22:30;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;22:45;8;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;23:00;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;23:15;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;23:30;8;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;23:45;7;;;;;;;;;;;
ES0022000005731860JV1P;22/10/2018;0:00;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;0:15;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;0:30;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;0:45;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;1:00;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;1:15;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;1:30;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;1:45;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;2:00;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;2:15;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;2:30;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;2:45;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;3:00;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;3:15;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;3:30;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;3:45;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;4:00;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;4:15;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;4:30;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;4:45;7;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;5:00;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;5:15;6;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;5:30;9;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;5:45;19;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;6:00;20;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;6:15;21;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;6:30;23;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;6:45;23;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;7:00;22;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;7:15;22;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;7:30;24;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;7:45;24;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;8:00;27;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;8:15;25;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;8:30;26;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;8:45;25;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;9:00;25;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;9:15;26;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;9:30;26;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;9:45;24;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;10:00;24;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;10:15;27;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;10:30;26;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;10:45;25;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;11:00;25;;;;;;;;;;;
ES0022000005731860JV1P;23/10/2018;11:15;26;;;;;;;;;;;
